,commodity_code,NAFTA,CCFTA,CCoFTA,CHFTA,CPaFTA,CPFTA,CKFTA,WTO-AGP,CETA,CPTPP,Type,CUFTA
273,JX1950,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
274,JX1955,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
275,JX1990,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
276,JX1990A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
277,JX1990B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
278,JX1990C,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
279,JX1990D,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
280,JX1990DA,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
281,JX1990E,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
282,JX1990F,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
283,JX1990G,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
284,JX1990H,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
285,JX1990HA,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
286,JX1990HB,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
287,JX1990I,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
288,JX1990J,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
289,JX1990K,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
290,JX1990L,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
291,JX1990M,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
292,JX1990N,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
293,JX1990P,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
294,JX1990R,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
295,JX1990S,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
296,JX1990T,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
297,JX1990U,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
298,JX1990V,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
299,JX1990W,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
300,JX2010,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
301,JX2010A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
302,JX2020,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
303,JX2030,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
304,JX2040,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
305,JX2050,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
306,JX2060,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
307,JX2090,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
308,JX2090AA,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
309,JX2210,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
310,JX2240,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
311,JX2240A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
312,JX2250,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
313,JX2305,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
314,JX2305A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
315,JX2305B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
316,JX2310,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
317,JX2310C,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
318,JX2310D,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
319,JX2310E,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
320,JX2310F,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
321,JX2320,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
322,JX2320A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
323,JX2330,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
324,JX2330A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
325,JX2340,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
326,JX2350,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
327,JX2350A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
328,JX2350B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
329,JX2355,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
330,JX2410,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
331,JX2420,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
332,JX2430,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
333,JX2510,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
334,JX2510E,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
335,JX2510G,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
336,JX2510H,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
337,JX2520,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
338,JX2520A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
339,JX2520B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
340,JX2530,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
341,JX2530A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
342,JX2530B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
343,JX2530BB,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
344,JX2530BC,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
345,JX2540,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
346,JX2590,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
347,JX2590A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
348,JX2610,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
349,JX2610A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
350,JX2620,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
351,JX2620B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
352,JX2640,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
353,JX2805,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
354,JX2805A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
355,JX2805AB,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
356,JX2805B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
357,JX2810,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
358,JX2815,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
359,JX2815AA,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
360,JX2815AB,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
361,JX2815B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
362,JX2815C,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
363,JX2825,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
364,JX2825A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
365,JX2835,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
366,JX2835A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
367,JX2835B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
368,JX2840,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
369,JX2840A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
370,JX2850,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
371,JX2895,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
372,JX2910,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
373,JX2910B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
374,JX2910C,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
375,JX2910D,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
376,JX2915,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
377,JX2915A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
378,JX2920,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
379,JX2925,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
380,JX2930,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
381,JX2940,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
382,JX2990,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
383,JX2990AA,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
384,JX2995,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
385,JX3010,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
386,JX3010A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
387,JX3020,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
388,JX3030,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
389,JX3040,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
390,JX3110,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
391,JX3130,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
392,JX3210,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
393,JX3220,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
394,JX3405,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
395,JX3412,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
396,JX3413,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
397,JX3414,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
398,JX3415,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
399,JX3416,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
400,JX3417,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
401,JX3419,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
402,JX3431,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
403,JX3433,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
404,JX3438,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
405,JX3439,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
406,JX3441,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
407,JX3442,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
408,JX3443,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
409,JX3445,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
410,JX3450,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
411,JX3455,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
412,JX3456,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
413,JX3460,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
414,JX3465,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
415,JX3510,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
416,JX3540,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
417,JX3590,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
418,JX3610,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
419,JX3610A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
420,JX3610AA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
421,JX3615,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
422,JX3625,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
423,JX3630,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
424,JX3650,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
425,JX3655,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
426,JX3660,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
427,JX3695,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
428,JX3710,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
429,JX3720,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
430,JX3730,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
431,JX3740,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
432,JX3750,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
433,JX3750B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
434,JX3770,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
435,JX3805,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
436,JX3810,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
437,JX3815,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
438,JX3820,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
439,JX3825,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
440,JX3825A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
441,JX3825B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
442,JX3830,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
443,JX3830A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
444,JX3895,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
445,JX3910,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
446,JX3920,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
447,JX3930,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
448,JX3930A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
449,JX3940,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
450,JX3950,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
451,JX3950A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
452,JX3960,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
453,JX3960A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
454,JX3990,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
455,JX4010,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
456,JX4110,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
457,JX4110A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
458,JX4110B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
459,JX4110BB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
460,JX4120,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
461,JX4120A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
462,JX4120B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
463,JX4130,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
464,JX4130A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
465,JX4140,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
466,JX4210,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
467,JX4210A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
468,JX4210B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services,NO
469,JX4210C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
470,JX4210D,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
471,JX4220,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
472,JX4240,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
473,JX4310,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
474,JX4310A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
475,JX4310AA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
476,JX4310AB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
477,JX4320,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
478,JX4320A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
479,JX4320B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
480,JX4320C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
481,JX4320D,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
482,JX4330,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
483,JX4410,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
484,JX4410A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
485,JX4420,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
486,JX4430,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
487,JX4460,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
488,JX4510,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
489,JX4520,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
490,JX4520AA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
491,JX4530,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
492,JX4530A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
493,JX4530AA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
494,JX4540,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
495,JX4610,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
496,JX4620,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
497,JX4630,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
498,JX4710,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
499,JX4720,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
500,JX4730,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
501,JX4810,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
502,JX4820,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
503,JX4820AB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
504,JX4910,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
505,JX4930,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
506,JX4931,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
507,JX4940,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
508,JX5110,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
509,JX5120,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
510,JX5130,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
511,JX5133,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
512,JX5136,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
513,JX5210,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
514,JX5220,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
515,JX5280,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
516,JX5325,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
517,JX5330,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
518,JX5335,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
519,JX5340,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
520,JX5360,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
521,JX5410,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
522,JX5430,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
523,JX5430B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
524,JX5430C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
525,JX5440,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
526,JX5445,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
527,JX5450,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
528,JX5520,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
529,JX5610,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
530,JX5620,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
531,JX5640A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
532,JX5660,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
533,JX5670,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
534,JX5680,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
535,JX5805,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
536,JX5805A,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
537,JX5805B,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
538,JX5805BA,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
539,JX5810,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
540,JX5811,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
541,JX5815,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
542,JX5821,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
543,JX5825,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
544,JX5826,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
545,JX5830,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
546,JX5831,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
547,JX5835,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
548,JX5836,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
549,JX5840,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
550,JX5841,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
551,JX5845,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
552,JX5845A,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
553,JX5855,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
554,JX5860,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
555,JX5865,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
556,JX5895,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
557,JX5905,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
558,JX5910,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
559,JX5915,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
560,JX5925,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
561,JX5930,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
562,JX5935,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
563,JX5945,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
564,JX5950,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
565,JX5960,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
566,JX5962,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
567,JX5963,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
568,JX5965,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
569,JX5975,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
570,JX5985,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
571,JX5990,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
572,JX5995,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
573,JX5998,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
574,JX5999,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
575,JX6020,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
